id;categorie;marked_idx;marked;detection;action
game-minecraft-creator;gaming;1;Markus Persson (Notch);reponse-trop-longue position-1ou3;A_RECONFIRMER
game-tetris-origin;gaming;3;L'Union soviétique (Russie);reponse-trop-longue position-1ou3;A_RECONFIRMER
flag-nz;geographie;3;Nouvelle-Zélande;reponse-trop-longue position-1ou3;A_RECONFIRMER
geo-continents-0006;geographie;1;Europe;reponse-trop-courte position-1ou3;A_RECONFIRMER
geo-continents-0018;geographie;3;Amérique du Sud;reponse-trop-longue position-1ou3;A_RECONFIRMER
geo-continents-0023;geographie;1;Amérique du Sud;reponse-trop-longue position-1ou3;A_RECONFIRMER
geo-continents-0026;geographie;1;Amérique du Sud;reponse-trop-longue position-1ou3;A_RECONFIRMER
geo-continents-0027;geographie;1;Amérique du Nord;reponse-trop-longue position-1ou3;A_RECONFIRMER
geo-continents-0030;geographie;3;Asie;reponse-trop-courte position-1ou3;A_RECONFIRMER
geo-continents-0031;geographie;1;Asie;reponse-trop-courte position-1ou3;A_RECONFIRMER
geo-continents-0032;geographie;3;Asie;reponse-trop-courte position-1ou3;A_RECONFIRMER
geo-continents-0033;geographie;1;Asie;reponse-trop-courte position-1ou3;A_RECONFIRMER
geo-continents-0035;geographie;1;Asie;reponse-trop-courte position-1ou3;A_RECONFIRMER
fin-geographie-0002;geographie;1;Le K2;reponse-trop-courte position-1ou3;A_RECONFIRMER
fin-geographie-0052;geographie;1;La Nouvelle-Guinée;reponse-trop-longue position-1ou3;A_RECONFIRMER
geo-prefectures-0004;geographie;1;Lyon;reponse-trop-courte position-1ou3;A_RECONFIRMER
geo-prefectures-0013;geographie;3;Clermont-Ferrand;reponse-trop-longue position-1ou3;A_RECONFIRMER
geo-prefectures-0037;geographie;3;Bourg-en-Bresse;reponse-trop-longue position-1ou3;A_RECONFIRMER
geo-prefectures-0045;geographie;1;Metz;reponse-trop-courte position-1ou3;A_RECONFIRMER
geo-prefectures-0046;geographie;1;Épinal;reponse-trop-courte position-1ou3;A_RECONFIRMER
geo-prefectures-0049;geographie;3;Laon;reponse-trop-courte position-1ou3;A_RECONFIRMER
geo-prefectures-0050;geographie;3;Blois;reponse-trop-courte position-1ou3;A_RECONFIRMER
war-gf-varsovie;histoire;1;Le pacte de Varsovie;reponse-trop-longue position-1ou3;A_RECONFIRMER
war-cs-sherman;histoire;1;William Tecumseh Sherman;reponse-trop-longue position-1ou3;A_RECONFIRMER
war-ww1-assassinat;histoire;3;Celui de l'archiduc François-Ferdinand;reponse-trop-longue position-1ou3;A_RECONFIRMER
hist-bulk-0006;histoire;3;Louis IX (Saint Louis);reponse-trop-longue position-1ou3;A_RECONFIRMER
hist-bulk-0040;histoire;3;L'Organisation des Nations Unies (ONU);reponse-trop-longue position-1ou3;A_RECONFIRMER
war-rev-jeu-de-paume;histoire;1;De ne pas se séparer avant d'avoir donné une Constitution à la France;reponse-trop-longue position-1ou3;A_RECONFIRMER
war-rev-ddhc;histoire;3;La Déclaration des droits de l'homme et du citoyen;reponse-trop-longue position-1ou3;A_RECONFIRMER
war-rev-brumaire;histoire;1;Napoléon Bonaparte;reponse-trop-longue position-1ou3;A_RECONFIRMER
war-rome-circus;histoire;3;Le Circus Maximus;reponse-trop-longue position-1ou3;A_RECONFIRMER
odd-honey;insolite;1;Des milliers d'années;reponse-trop-longue position-1ou3;A_RECONFIRMER
odd-lightning-frequency;insolite;1;Environ 100 fois;reponse-trop-longue position-1ou3;A_RECONFIRMER
web-deep-web;internet;1;Les pages non indexées par les moteurs de recherche;reponse-trop-longue position-1ou3;A_RECONFIRMER
web-chrome;internet;3;Google Chrome;reponse-trop-longue position-1ou3;A_RECONFIRMER
fin-jeux-de-societe-0006;jeux-de-societe;3;Les Aventuriers du Rail;reponse-trop-longue position-1ou3;A_RECONFIRMER
book-saint-exupery;litterature;1;Antoine de Saint-Exupéry;reponse-trop-longue position-1ou3;A_RECONFIRMER
book-moliere-avare;litterature;3;L'Avare;reponse-trop-courte position-1ou3;A_RECONFIRMER
book-apollinaire;litterature;1;Guillaume Apollinaire;reponse-trop-longue position-1ou3;A_RECONFIRMER
lit-auteurs-0022;litterature;3;Antoine de Saint-Exupéry;reponse-trop-longue position-1ou3;A_RECONFIRMER
lit-bulk-0004;litterature;1;1984;reponse-trop-courte position-1ou3;A_RECONFIRMER
manga-culte-0001;manga-anime;3;Le fruit Gomu Gomu (du Caoutchoutier);reponse-trop-longue position-1ou3;A_RECONFIRMER
manga-culte-0010;manga-anime;3;Fullmetal Alchemist;reponse-trop-longue position-1ou3;A_RECONFIRMER
music-daft-punk-members;musique;1;Thomas Bangalter et Guy-Manuel de Homem-Christo;reponse-trop-longue position-1ou3;A_RECONFIRMER
music-gainsbourg-jane;musique;3;Jane;reponse-trop-courte position-1ou3;A_RECONFIRMER
music-floyd-dark-side;musique;3;The Dark Side of the Moon;reponse-trop-longue position-1ou3;A_RECONFIRMER
music-prince-purple-rain;musique;3;Prince;reponse-trop-courte position-1ou3;A_RECONFIRMER
music-beyonce-destinys;musique;3;Destiny's Child;reponse-trop-longue position-1ou3;A_RECONFIRMER
music-bts-country;musique;3;La Corée du Sud;reponse-trop-longue position-1ou3;A_RECONFIRMER
music-u2-bono;musique;3;Bono;reponse-trop-courte position-1ou3;A_RECONFIRMER
musique-fr-0008;musique;3;IAM;reponse-trop-courte position-1ou3;A_RECONFIRMER
greek-cerberus-snake-tail;mythologie-grecque;1;Elle se termine par une tête de serpent;reponse-trop-longue position-1ou3;A_RECONFIRMER
greek-sirens-enchanting-song;mythologie-grecque;3;Leur chant ensorcelle et fait échouer les navires;reponse-trop-longue position-1ou3;A_RECONFIRMER
greek-tantalus-eternal-hunger;mythologie-grecque;1;Une faim et une soif éternelles au milieu de fruits et d'eau qui se dérobent;reponse-trop-longue position-1ou3;A_RECONFIRMER
greek-heracles-known-for-strength;mythologie-grecque;3;Sa force prodigieuse;reponse-trop-longue position-1ou3;A_RECONFIRMER
greek-heracles-death-nessus-tunic;mythologie-grecque;3;En revêtant une tunique empoisonnée offerte par sa femme;reponse-trop-longue position-1ou3;A_RECONFIRMER
greek-aegeus-throws-himself-into-sea;mythologie-grecque;1;Parce qu'Égée, croyant son fils mort, s'y est jeté;reponse-trop-longue position-1ou3;A_RECONFIRMER
greek-icarus-wax-wings;mythologie-grecque;3;Il s'approche trop du Soleil et ses ailes de cire fondent;reponse-trop-longue position-1ou3;A_RECONFIRMER
greek-mount-olympus-location;mythologie-grecque;3;En Grèce, à la frontière entre la Thessalie et la Macédoine;reponse-trop-longue position-1ou3;A_RECONFIRMER
greek-rhea-saves-zeus;mythologie-grecque;1;En donnant à Cronos une pierre emmaillotée à la place du bébé;reponse-trop-longue position-1ou3;A_RECONFIRMER
greek-atlas-heracles-hesperides;mythologie-grecque;3;Il lui propose de porter lui-même les pommes pendant qu'Héraclès tient le ciel;reponse-trop-longue position-1ou3;A_RECONFIRMER
greek-heracles-strangles-nemean-lion;mythologie-grecque;3;En l'étranglant à mains nues;reponse-trop-longue position-1ou3;A_RECONFIRMER
greek-achilles-drags-hector-body;mythologie-grecque;1;Il le traîne derrière son char autour de Troie;reponse-trop-longue position-1ou3;A_RECONFIRMER
greek-telemachus-son-of-odysseus;mythologie-grecque;3;Le fils d'Ulysse et de Pénélope;reponse-trop-longue position-1ou3;A_RECONFIRMER
greek-troy-location-asia-minor;mythologie-grecque;1;En Asie Mineure, sur la côte de l'actuelle Turquie;reponse-trop-longue position-1ou3;A_RECONFIRMER
myth-heracles-0006;mythologie-grecque;3;Les Oiseaux du lac Stymphale;reponse-trop-longue position-1ou3;A_RECONFIRMER
phil-socrates-maiutics-method;philosophie;1;À l'art de la sage-femme qui accouche les esprits;reponse-trop-longue position-1ou3;A_RECONFIRMER
phil-aristotle-tutor-of-alexander;philosophie;3;Alexandre le Grand;reponse-trop-longue position-1ou3;A_RECONFIRMER
phil-sartre-refused-nobel-prize;philosophie;3;Le prix Nobel de littérature;reponse-trop-longue position-1ou3;A_RECONFIRMER
phil-wittgenstein-tractatus-final-proposition;philosophie;3;« Ce dont on ne peut parler, il faut le taire »;reponse-trop-longue position-1ou3;A_RECONFIRMER
phil-spinoza-deus-sive-natura;philosophie;3;« Dieu, c'est-à-dire la Nature »;reponse-trop-longue position-1ou3;A_RECONFIRMER
phil-kant-sapere-aude;philosophie;1;« Sapere aude » : ose te servir de ton propre entendement;reponse-trop-longue position-1ou3;A_RECONFIRMER
phil-stoics-live-in-accordance-with-nature;philosophie;3;Vivre conformément à la nature et à la raison;reponse-trop-longue position-1ou3;A_RECONFIRMER
psycho-biais-ancrage;psychologie;1;S'appuyer excessivement sur la toute première information reçue;reponse-trop-longue position-1ou3;A_RECONFIRMER
psycho-effet-halo;psychologie;1;L'évaluation d'une caractéristique d'une personne influence le jugement sur ses autres traits;reponse-trop-longue position-1ou3;A_RECONFIRMER
psycho-effet-spectateur;psychologie;1;Plus il y a de témoins, moins il y a de chances que quelqu'un intervienne pour aider;reponse-trop-longue position-1ou3;A_RECONFIRMER
psycho-test-marshmallow;psychologie;1;La capacité à différer la récompense (gratification différée);reponse-trop-longue position-1ou3;A_RECONFIRMER
psycho-pyramide-maslow;psychologie;1;Les besoins physiologiques (manger, boire, dormir);reponse-trop-longue position-1ou3;A_RECONFIRMER
psycho-syndrome-capgras;psychologie;1;Ses proches ont été remplacés par des sosies parfaits ou des imposteurs;reponse-trop-longue position-1ou3;A_RECONFIRMER
psycho-syndrome-stendhal;psychologie;1;Une profusion d'œuvres d'art d'une très grande beauté;reponse-trop-longue position-1ou3;A_RECONFIRMER
psycho-prosopagnosie;psychologie;1;Vous êtes incapable de reconnaître les visages familiers, même le vôtre;reponse-trop-longue position-1ou3;A_RECONFIRMER
sci-proxima;science;1;Proxima du Centaure;reponse-trop-longue position-1ou3;A_RECONFIRMER
sci-black-hole;science;3;Un objet dont la gravité est si forte que rien n'en sort;reponse-trop-longue position-1ou3;A_RECONFIRMER
sci-emc2;science;1;Énergie = masse × vitesse de la lumière au carré;reponse-trop-longue position-1ou3;A_RECONFIRMER
sci-leap-year;science;1;Pour compenser le quart de jour excédentaire de l'année solaire;reponse-trop-longue position-1ou3;A_RECONFIRMER
astro-elem-0003;science;3;Io;reponse-trop-courte position-1ou3;A_RECONFIRMER
tv-doctor-who-species;series;3;Les Seigneurs du Temps;reponse-trop-longue position-1ou3;A_RECONFIRMER
tv-dexter-miami;series;3;Miami;reponse-trop-courte position-1ou3;A_RECONFIRMER
sport-ali-quote;sport;3;Flotte comme un papillon, pique comme une abeille;reponse-trop-longue position-1ou3;A_RECONFIRMER
fin-sport-0018;sport;3;Gazon;reponse-trop-courte position-1ou3;A_RECONFIRMER
tech-google-founders;technologie;1;Larry Page et Sergey Brin;reponse-trop-longue position-1ou3;A_RECONFIRMER
tech-ampere-unit;technologie;3;L'intensité du courant électrique;reponse-trop-longue position-1ou3;A_RECONFIRMER
tech-qwerty;technologie;1;Pour éviter que les tiges des machines à écrire se coincent;reponse-trop-longue position-1ou3;A_RECONFIRMER
tech-pionniers-0007;technologie;1;L'Atlantic Telegraph Company;reponse-trop-longue position-1ou3;A_RECONFIRMER
fin-vehicules-0002;vehicules;1;Ford Motor Company;reponse-trop-longue position-1ou3;A_RECONFIRMER
fin-vehicules-0010;vehicules;1;Le Deepsea Challenger;reponse-trop-longue position-1ou3;A_RECONFIRMER
animaux-opentrivia-002;animaux;1;Escargot;position-1ou3;A_RECONFIRMER
animaux-opentrivia-004;animaux;1;Paresseux;position-1ou3;A_RECONFIRMER
animaux-opentrivia-005;animaux;1;Moustiques;position-1ou3;A_RECONFIRMER
animaux-opentrivia-007;animaux;1;Ours polaire;position-1ou3;A_RECONFIRMER
animaux-opentrivia-009;animaux;3;Carnivores;position-1ou3;A_RECONFIRMER
animaux-opentrivia-010;animaux;1;Avaler;position-1ou3;A_RECONFIRMER
animaux-opentrivia-014;animaux;3;Asia and Africa;position-1ou3;A_RECONFIRMER
animaux-dump-0115;animaux;3;fish;position-1ou3;A_RECONFIRMER
animaux-dump-0119;animaux;1;15 inches (38 cm);position-1ou3;A_RECONFIRMER
animaux-dump-0135;animaux;1;Eucalyptus;position-1ou3;A_RECONFIRMER
animaux-dump-0143;animaux;1;The Gila River basin;position-1ou3;A_RECONFIRMER
animaux-dump-0151;animaux;3;Antarctica;position-1ou3;A_RECONFIRMER
animaux-dump-0169;animaux;1;20 years;position-1ou3;A_RECONFIRMER
animaux-dump-0192;animaux;3;55 days;position-1ou3;A_RECONFIRMER
animaux-dump-0202;animaux;1;15 lbs. (6.8 kg);position-1ou3;A_RECONFIRMER
animaux-dump-0208;animaux;1;Arctic;position-1ou3;A_RECONFIRMER
animaux-dump-0229;animaux;3;They have an overflow of pent-up energy.;position-1ou3;A_RECONFIRMER
animaux-dump-0231;animaux;1;To protect their trail from predators;position-1ou3;A_RECONFIRMER
animaux-dump-0234;animaux;1;Because it smells like a cat in heat;position-1ou3;A_RECONFIRMER
animaux-dump-0237;animaux;0;No one knows for sure but there are four theories trying to explain this behaviour.;reponse-trop-longue;A_RECONFIRMER
animaux-dump-0254;animaux;3;Spotted One;position-1ou3;A_RECONFIRMER
animaux-dump-0260;animaux;1;Dart Frog;position-1ou3;A_RECONFIRMER
animaux-dump-0265;animaux;1;4 feet (1.2 m);position-1ou3;A_RECONFIRMER
animaux-dump-0271;animaux;1;60 million years;position-1ou3;A_RECONFIRMER
animaux-dump-0278;animaux;3;Anteaters prefer ants to any other type of food.;position-1ou3;A_RECONFIRMER
animaux-dump-0355;animaux;3;50 years;position-1ou3;A_RECONFIRMER
animaux-dump-0364;animaux;3;The elephant is a good swimmer.;position-1ou3;A_RECONFIRMER
animaux-dump-0370;animaux;3;The aboriginal name for it;position-1ou3;A_RECONFIRMER
animaux-dump-0388;animaux;1;Scotland;position-1ou3;A_RECONFIRMER
animaux-dump-0389;animaux;3;Anheuser-Busch;position-1ou3;A_RECONFIRMER
animaux-dump-0390;animaux;1;1887;position-1ou3;A_RECONFIRMER
animaux-dump-0393;animaux;1;11 Months;position-1ou3;A_RECONFIRMER
animaux-dump-0396;animaux;3;Singer;position-1ou3;A_RECONFIRMER
animaux-dump2-0442;animaux;1;Mel Blanc;position-1ou3;A_RECONFIRMER
animaux-dump2-0460;animaux;1;50 years;position-1ou3;A_RECONFIRMER
animaux-dump2-0501;animaux;1;Singer;position-1ou3;A_RECONFIRMER
animaux-dump2-0504;animaux;1;Dachshund;position-1ou3;A_RECONFIRMER
animaux-dump2-0505;animaux;3;All of these;position-1ou3;A_RECONFIRMER
animaux-dump2-0519;animaux;3;red;position-1ou3;A_RECONFIRMER
animaux-dump2-0529;animaux;1;Mexico;position-1ou3;A_RECONFIRMER
animaux-dump2-0531;animaux;1;Japan;position-1ou3;A_RECONFIRMER
animaux-dump2-0533;animaux;1;Russia;position-1ou3;A_RECONFIRMER
animaux-dump2-0544;animaux;3;All year round;position-1ou3;A_RECONFIRMER
animaux-dump2-0548;animaux;1;2nd;position-1ou3;A_RECONFIRMER
animaux-dump2-0559;animaux;3;Cnidaria;position-1ou3;A_RECONFIRMER
animaux-dump2-0564;animaux;1;All of these;position-1ou3;A_RECONFIRMER
animaux-dump2-0578;animaux;0;Mexico, Central America and South America;reponse-trop-longue;A_RECONFIRMER
animaux-dump2-0616;animaux;3;Chinchillas have a 45-day gestation period.;position-1ou3;A_RECONFIRMER
animaux-dump2-0622;animaux;0;Toy;reponse-trop-courte;A_RECONFIRMER
animaux-dump2-0647;animaux;1;Because of the noise they produce when they fly;position-1ou3;A_RECONFIRMER
animaux-dump2-0655;animaux;1;Because it is approximately the size of a large bee;position-1ou3;A_RECONFIRMER
animaux-dump2-0667;animaux;0;Nighttime;reponse-trop-courte;A_RECONFIRMER
animaux-dump2-0709;animaux;1;Fruits and tree sap;position-1ou3;A_RECONFIRMER
animaux-dump2-0727;animaux;3;China;position-1ou3;A_RECONFIRMER
animaux-dump2-0742;animaux;1;Trumpet;position-1ou3;A_RECONFIRMER
animaux-final-0805;animaux;3;On their elongated ribs;position-1ou3;A_RECONFIRMER
animaux-final-0811;animaux;3;Fruits and tree sap;position-1ou3;A_RECONFIRMER
animaux-final-0816;animaux;1;Pygmy sperm whale;position-1ou3;A_RECONFIRMER
animaux-final-0829;animaux;1;China;position-1ou3;A_RECONFIRMER
animaux-final-0845;animaux;1;They feed primarily on fish;position-1ou3;A_RECONFIRMER
animaux-final-0855;animaux;1;Platypuses lay eggs.;position-1ou3;A_RECONFIRMER
animaux-final-0877;animaux;0;Oriental Shorthair;reponse-trop-longue;A_RECONFIRMER
animaux-final-0889;animaux;3;Masai Ostrich;position-1ou3;A_RECONFIRMER
animaux-final-0890;animaux;1;Middle Eastern Ostrich;position-1ou3;A_RECONFIRMER
animaux-final-0899;animaux;1;Because it lacks muscle tone;position-1ou3;A_RECONFIRMER
animaux-final-0927;animaux;1;Chris Rock;position-1ou3;A_RECONFIRMER
animaux-final-0929;animaux;1;North America;position-1ou3;A_RECONFIRMER
animaux-final-0937;animaux;3;Pocahontas;position-1ou3;A_RECONFIRMER
animaux-final-0942;animaux;3;It breaks easily.;position-1ou3;A_RECONFIRMER
animaux-final-0972;animaux;3;13-16 inches;position-1ou3;A_RECONFIRMER
animaux-final-0976;animaux;1;Their pouch faces backwards.;position-1ou3;A_RECONFIRMER
animaux-final-0991;animaux;3;They hibernate.;position-1ou3;A_RECONFIRMER
animaux-final-1020;animaux;3;They have no legs.;position-1ou3;A_RECONFIRMER
animaux-final-1036;animaux;3;It has extremely long fingers.;position-1ou3;A_RECONFIRMER
animaux-final-1037;animaux;0;On trees;reponse-trop-courte;A_RECONFIRMER
animaux-final-1049;animaux;2;All of these;reponse-trop-courte;A_RECONFIRMER
art-archi-0001;art;3;Barcelone;position-1ou3;A_RECONFIRMER
art-archi-0002;art;3;La tour Eiffel;position-1ou3;A_RECONFIRMER
art-archi-0006;art;3;Le Parthénon;position-1ou3;A_RECONFIRMER
art-bulk-0001;art;2;Léonard de Vinci;reponse-trop-longue;A_RECONFIRMER
art-bulk-0003;art;1;Vincent van Gogh;position-1ou3;A_RECONFIRMER
art-bulk-0005;art;1;Claude Monet;position-1ou3;A_RECONFIRMER
art-bulk-0007;art;1;Auguste Rodin;position-1ou3;A_RECONFIRMER
art-bulk-0009;art;3;Edvard Munch;position-1ou3;A_RECONFIRMER
art-bulk-0011;art;3;Rembrandt;position-1ou3;A_RECONFIRMER
art-bulk-0012;art;3;Johannes Vermeer;position-1ou3;A_RECONFIRMER
fin-art-0002;art;3;Le musée d'Orsay;position-1ou3;A_RECONFIRMER
fin-art-0004;art;3;Le musée Reina Sofía;position-1ou3;A_RECONFIRMER
fin-art-0005;art;3;La galerie des Offices;position-1ou3;A_RECONFIRMER
fin-art-0006;art;3;Le Rijksmuseum;position-1ou3;A_RECONFIRMER
fin-art-0008;art;3;Le MoMA;position-1ou3;A_RECONFIRMER
fin-art-0010;art;1;L'Ermitage;position-1ou3;A_RECONFIRMER
fin-art-0011;art;3;L'impressionnisme;position-1ou3;A_RECONFIRMER
fin-art-0015;art;1;René Magritte;position-1ou3;A_RECONFIRMER
fin-art-0018;art;1;Edvard Munch;position-1ou3;A_RECONFIRMER
art-toiles-0002;art;3;Théodore Géricault;position-1ou3;A_RECONFIRMER
art-toiles-0004;art;1;Gustave Courbet;position-1ou3;A_RECONFIRMER
art-toiles-0005;art;3;Édouard Manet;position-1ou3;A_RECONFIRMER
art-toiles-0006;art;3;Pierre-Auguste Renoir;position-1ou3;A_RECONFIRMER
art-toiles-0007;art;3;Georges Seurat;position-1ou3;A_RECONFIRMER
art-toiles-0016;art;1;Roy Lichtenstein;position-1ou3;A_RECONFIRMER
art-toiles-0017;art;1;Jean-Michel Basquiat;position-1ou3;A_RECONFIRMER
art-toiles-0018;art;3;Frida Kahlo;position-1ou3;A_RECONFIRMER
art-seurat-grandejatte-technique;art;0;Le Pointillisme (Divisionnisme);reponse-trop-longue;A_RECONFIRMER
art-nuit-etoilee;art;1;Vincent van Gogh;position-1ou3;A_RECONFIRMER
art-jeune-fille-perle;art;1;Johannes Vermeer;position-1ou3;A_RECONFIRMER
art-persistance-memoire;art;3;Salvador Dalí;position-1ou3;A_RECONFIRMER
film-forrest-gump-actor;cinema;3;Forrest Gump;position-1ou3;A_RECONFIRMER
film-star-wars-year;cinema;1;1977;position-1ou3;A_RECONFIRMER
film-harry-potter-actor;cinema;1;Daniel Radcliffe;position-1ou3;A_RECONFIRMER
film-bond-dr-no;cinema;3;Sean Connery;position-1ou3;A_RECONFIRMER
film-godfather-vito;cinema;1;Marlon Brando;position-1ou3;A_RECONFIRMER
film-jaws-shark;cinema;3;Les Dents de la mer;position-1ou3;A_RECONFIRMER
film-pulp-fiction-director;cinema;1;Quentin Tarantino;position-1ou3;A_RECONFIRMER
film-titanic-oscar-1998;cinema;0;Titanic;reponse-trop-courte;A_RECONFIRMER
film-chevre-depardieu-richard;cinema;3;La Chèvre;position-1ou3;A_RECONFIRMER
film-bronzes-saga;cinema;1;Les Bronzés;position-1ou3;A_RECONFIRMER
film-gendarme-st-tropez;cinema;3;Le Gendarme de Saint-Tropez;position-1ou3;A_RECONFIRMER
film-amelie-director;cinema;1;Jean-Pierre Jeunet;position-1ou3;A_RECONFIRMER
film-walle-eve;cinema;3;Ève;position-1ou3;A_RECONFIRMER
film-shrek-studio;cinema;1;DreamWorks;position-1ou3;A_RECONFIRMER
film-toy-story-woody-voice;cinema;3;Tom Hanks;position-1ou3;A_RECONFIRMER
film-inception-nolan;cinema;3;Inception;position-1ou3;A_RECONFIRMER
film-joker-ledger;cinema;1;Heath Ledger;position-1ou3;A_RECONFIRMER
film-lotr-ring-bearer;cinema;3;Frodon;position-1ou3;A_RECONFIRMER
film-harry-potter-studio;cinema;1;Warner Bros;position-1ou3;A_RECONFIRMER
film-iron-man-actor;cinema;3;Robert Downey Jr.;position-1ou3;A_RECONFIRMER
film-titanic-famous-line;cinema;3;Je suis le roi du monde;position-1ou3;A_RECONFIRMER
film-scarface-quote;cinema;3;Dis bonjour à mon petit ami;position-1ou3;A_RECONFIRMER
film-taxi-driver-quote;cinema;1;Tu me parles, à moi ?;position-1ou3;A_RECONFIRMER
film-oscars-actress-4;cinema;1;Katharine Hepburn;position-1ou3;A_RECONFIRMER
film-oscars-will-smith;cinema;3;2022;position-1ou3;A_RECONFIRMER
film-goodfellas-director;cinema;1;Martin Scorsese;position-1ou3;A_RECONFIRMER
film-blade-runner-director;cinema;3;Ridley Scott;position-1ou3;A_RECONFIRMER
film-citizen-kane;cinema;1;Citizen Kane;position-1ou3;A_RECONFIRMER
film-avatar-pandora;cinema;3;Pandora;position-1ou3;A_RECONFIRMER
film-jurassic-park-director;cinema;1;Steven Spielberg;position-1ou3;A_RECONFIRMER
film-gladiator-maximus;cinema;3;Russell Crowe;position-1ou3;A_RECONFIRMER
film-amelie-arrondissement;cinema;1;Montmartre;position-1ou3;A_RECONFIRMER
film-intouchables-actor;cinema;3;Omar Sy;position-1ou3;A_RECONFIRMER
film-bienvenue-chtis-record;cinema;1;Bienvenue chez les Ch'tis;position-1ou3;A_RECONFIRMER
film-la-la-land-director;cinema;3;Damien Chazelle;position-1ou3;A_RECONFIRMER
film-inception-totem;cinema;1;Une toupie;position-1ou3;A_RECONFIRMER
film-coco-mexico;cinema;0;Coco;reponse-trop-courte;A_RECONFIRMER
film-ghibli-studio-prod;cinema;3;Studio Ghibli;position-1ou3;A_RECONFIRMER
film-artist-best-picture;cinema;1;The Artist;position-1ou3;A_RECONFIRMER
film-bttf-director;cinema;3;Robert Zemeckis;position-1ou3;A_RECONFIRMER
film-oscars-meryl;cinema;1;Meryl Streep;position-1ou3;A_RECONFIRMER
cine-cannes-0001;cinema;3;Justine Triet;position-1ou3;A_RECONFIRMER
cine-cannes-0002;cinema;3;Ruben Östlund;position-1ou3;A_RECONFIRMER
cine-cannes-0006;cinema;1;Ruben Östlund;position-1ou3;A_RECONFIRMER
cine-cannes-0007;cinema;3;Ken Loach;position-1ou3;A_RECONFIRMER
cine-cannes-0009;cinema;1;Nuri Bilge Ceylan;position-1ou3;A_RECONFIRMER
cine-cannes-0014;cinema;1;Laurent Cantet;position-1ou3;A_RECONFIRMER
cine-cannes-0015;cinema;1;Cristian Mungiu;position-1ou3;A_RECONFIRMER
cine-cannes-0018;cinema;1;Michael Moore;position-1ou3;A_RECONFIRMER
cine-cannes-0019;cinema;1;Gus Van Sant;position-1ou3;A_RECONFIRMER
cine-cannes-0020;cinema;3;Roman Polanski;position-1ou3;A_RECONFIRMER
cine-cannes-0025;cinema;1;Mike Leigh;position-1ou3;A_RECONFIRMER
cine-bulk-0001;cinema;1;Steven Spielberg;position-1ou3;A_RECONFIRMER
cine-bulk-0002;cinema;3;Christopher Nolan;position-1ou3;A_RECONFIRMER
cine-bulk-0003;cinema;3;Quentin Tarantino;position-1ou3;A_RECONFIRMER
